"customerid","recencydays","totalorders","totalspent","customersegment"
17769,13,10,3997.98,"Champions"
17770,199,5,1143.27,"Lost / Inactive"
17771,57,2,245.81,"Lost / Inactive"
17772,11,2,182.77,"New / Recent Customers"
17774,97,4,1225.41,"At Risk Customers"
17775,255,1,56.40,"Lost / Inactive"
17777,25,3,665.86,"Loyal Customers"
17779,22,3,658.57,"Loyal Customers"
17781,160,2,188.02,"At Risk Customers"
17783,73,2,283.47,"Lost / Inactive"
17785,54,1,131.94,"Lost / Inactive"
17786,86,2,278.74,"Lost / Inactive"
17787,153,4,1865.19,"At Risk Customers"
17788,74,2,1117.90,"Lost / Inactive"
17789,282,1,225.90,"Lost / Inactive"
17790,27,14,1965.55,"Champions"
17791,30,1,106.10,"New / Recent Customers"
17793,26,1,323.04,"New / Recent Customers"
17795,180,2,350.39,"At Risk Customers"
17796,41,4,697.90,"Loyal Customers"
17797,23,3,780.43,"Loyal Customers"
17799,23,10,3055.93,"Champions"
17800,38,9,1199.01,"Loyal Customers"
17802,83,3,1285.04,"Loyal Customers"
17805,74,1,512.31,"Lost / Inactive"
17806,12,1,546.04,"New / Recent Customers"
17809,17,12,5411.91,"Champions"
17811,5,39,7837.73,"Champions"
17812,13,4,732.16,"Loyal Customers"
17813,15,5,1770.88,"Champions"
17816,37,4,36.56,"Loyal Customers"
17817,5,3,387.68,"Loyal Customers"
17819,72,7,3704.87,"Loyal Customers"
17824,52,1,298.40,"Lost / Inactive"
17827,6,5,1995.46,"Champions"
17828,23,4,1820.09,"Loyal Customers"
17829,299,1,889.24,"Lost / Inactive"
17830,2,3,398.70,"Loyal Customers"
17831,34,1,35.40,"Lost / Inactive"
17832,50,1,155.37,"Lost / Inactive"
17835,3,3,350.64,"Loyal Customers"
17836,48,1,110.21,"Lost / Inactive"
17837,43,8,1593.38,"Loyal Customers"
17838,27,5,2779.30,"Champions"
17839,43,1,338.80,"Lost / Inactive"
17841,2,124,40991.57,"Champions"
17843,304,1,205.48,"Lost / Inactive"
17844,107,1,51.56,"At Risk Customers"
17846,86,1,2033.10,"Lost / Inactive"
17848,82,9,901.20,"Loyal Customers"
17849,219,4,605.80,"Lost / Inactive"
17850,373,34,5391.21,"Lost / Inactive"
17852,12,2,114.34,"New / Recent Customers"
17854,186,2,311.26,"Lost / Inactive"
17855,373,1,208.97,"Lost / Inactive"
17856,2,4,1418.03,"Loyal Customers"
17857,5,23,26879.04,"Champions"
17858,6,12,5155.66,"Champions"
17859,305,1,148.21,"Lost / Inactive"
17860,369,1,252.80,"Lost / Inactive"
17861,4,8,2100.80,"Champions"
17862,324,1,330.90,"Lost / Inactive"
17863,60,6,3160.00,"Loyal Customers"
17864,13,3,597.50,"Loyal Customers"
17865,31,20,10526.32,"Loyal Customers"
17866,143,1,329.65,"At Risk Customers"
17867,31,6,1197.10,"Loyal Customers"
17869,108,5,428.18,"At Risk Customers"
17870,3,12,1894.35,"Champions"
17871,205,1,155.90,"Lost / Inactive"
17873,81,5,1859.16,"Loyal Customers"
17874,186,6,683.46,"Lost / Inactive"
17877,171,1,237.61,"At Risk Customers"
17878,44,1,379.45,"Lost / Inactive"
17879,174,1,178.52,"At Risk Customers"
17880,365,1,458.92,"Lost / Inactive"
17881,305,1,133.35,"Lost / Inactive"
17883,4,4,671.77,"Loyal Customers"
17884,4,4,717.45,"Loyal Customers"
17885,13,1,190.19,"New / Recent Customers"
17886,32,3,899.61,"Loyal Customers"
17887,130,1,111.35,"At Risk Customers"
17888,22,8,726.05,"Champions"
17889,213,2,203.87,"Lost / Inactive"
17890,323,2,602.09,"Lost / Inactive"
17891,163,1,203.86,"At Risk Customers"
17892,57,3,244.10,"Loyal Customers"
17893,226,1,112.25,"Lost / Inactive"
17894,72,8,1119.81,"Loyal Customers"
17895,45,1,98.00,"Lost / Inactive"
17896,24,1,256.32,"New / Recent Customers"
17897,173,3,566.60,"At Risk Customers"
17898,86,2,152.06,"Lost / Inactive"
17899,160,1,155.80,"At Risk Customers"
17900,191,2,112.20,"Lost / Inactive"
17901,30,1,110.38,"New / Recent Customers"
17904,22,1,191.67,"New / Recent Customers"
17905,72,4,800.24,"Loyal Customers"
17906,248,1,72.90,"Lost / Inactive"
17908,374,1,243.28,"Lost / Inactive"
17911,10,1,366.23,"New / Recent Customers"
17912,311,5,311.01,"Lost / Inactive"
17913,59,2,411.60,"Lost / Inactive"
17914,4,1,336.43,"New / Recent Customers"
17917,46,3,341.28,"Loyal Customers"
17919,89,1,1304.04,"Lost / Inactive"
17920,5,17,4204.10,"Champions"
17921,65,4,826.52,"Loyal Customers"
17923,283,1,207.50,"Lost / Inactive"
17924,12,7,2962.50,"Champions"
17925,373,1,244.08,"Lost / Inactive"
17926,134,2,397.29,"At Risk Customers"
17928,46,2,212.54,"Lost / Inactive"
17929,12,4,843.00,"Loyal Customers"
17930,36,5,1740.48,"Loyal Customers"
17931,135,2,408.36,"At Risk Customers"
17932,30,3,1331.57,"Loyal Customers"
17934,52,2,704.25,"Lost / Inactive"
17935,139,2,145.79,"At Risk Customers"
17936,6,1,389.84,"New / Recent Customers"
17937,9,7,4301.22,"Champions"
17939,160,1,99.14,"At Risk Customers"
17940,50,10,4106.44,"Loyal Customers"
17941,131,1,304.56,"At Risk Customers"
17942,8,1,77.50,"New / Recent Customers"
17946,234,2,149.58,"Lost / Inactive"
17947,38,1,176.68,"Lost / Inactive"
17948,148,1,358.56,"At Risk Customers"
17949,2,45,58510.48,"Champions"
17950,73,3,482.20,"Loyal Customers"
17951,40,3,1008.54,"Loyal Customers"
17954,6,12,2332.72,"Champions"
17955,199,4,557.30,"Lost / Inactive"
17956,250,1,12.75,"Lost / Inactive"
17957,67,1,111.68,"Lost / Inactive"
17958,117,1,508.46,"At Risk Customers"
17960,172,1,73.78,"At Risk Customers"
17961,22,39,1296.44,"Champions"
17962,143,1,102.83,"At Risk Customers"
17964,32,2,471.70,"Lost / Inactive"
17965,38,14,2622.57,"Loyal Customers"
17966,38,5,1098.43,"Loyal Customers"
17967,372,1,123.07,"Lost / Inactive"
17968,374,1,277.35,"Lost / Inactive"
17969,167,2,228.20,"At Risk Customers"
17970,212,1,582.59,"Lost / Inactive"
17972,242,1,136.04,"Lost / Inactive"
17973,52,1,337.04,"Lost / Inactive"
17974,25,3,740.79,"Loyal Customers"
17975,16,13,4488.81,"Champions"
17976,373,1,353.19,"Lost / Inactive"
17977,30,1,288.14,"New / Recent Customers"
17978,366,1,300.92,"Lost / Inactive"
17979,36,4,757.71,"Loyal Customers"
17980,166,3,811.45,"At Risk Customers"
17984,146,1,152.68,"At Risk Customers"
17985,23,1,634.95,"New / Recent Customers"
17986,57,1,20.80,"Lost / Inactive"
17987,186,1,198.57,"Lost / Inactive"
17988,12,7,201.12,"Champions"
17990,237,3,630.84,"Lost / Inactive"
17991,226,2,93.35,"Lost / Inactive"
17994,122,4,678.49,"At Risk Customers"
17995,282,1,76.10,"Lost / Inactive"
17997,75,8,1970.67,"Loyal Customers"
17999,38,2,382.06,"Lost / Inactive"
18001,13,2,417.23,"New / Recent Customers"
18004,363,1,169.47,"Lost / Inactive"
18005,4,2,249.72,"New / Recent Customers"
18006,24,1,444.68,"New / Recent Customers"
18008,71,9,2116.19,"Loyal Customers"
18009,236,1,257.34,"Lost / Inactive"
18010,257,1,174.80,"Lost / Inactive"
18011,374,1,102.79,"Lost / Inactive"
18013,156,2,187.29,"At Risk Customers"
18014,29,1,166.42,"New / Recent Customers"
18015,5,1,120.03,"New / Recent Customers"
18016,33,5,1483.56,"Loyal Customers"
18017,82,3,523.00,"Loyal Customers"
18018,109,2,122.14,"At Risk Customers"
18019,52,1,38.45,"Lost / Inactive"
18022,36,1,668.11,"Lost / Inactive"
18024,153,2,389.78,"At Risk Customers"
18027,99,1,115.31,"At Risk Customers"
18030,5,2,230.65,"New / Recent Customers"
18032,335,1,73.50,"Lost / Inactive"
18033,66,1,97.97,"Lost / Inactive"
18034,22,2,422.88,"New / Recent Customers"
18035,36,3,730.40,"Loyal Customers"
18036,33,3,405.62,"Loyal Customers"
18037,155,6,70.02,"At Risk Customers"
18040,20,2,357.20,"New / Recent Customers"
18041,12,21,4183.39,"Champions"
18042,54,1,165.05,"Lost / Inactive"
18043,25,3,559.51,"Loyal Customers"
18044,5,10,2088.60,"Champions"
18045,46,1,189.40,"Lost / Inactive"
18048,204,2,172.29,"Lost / Inactive"
18050,360,1,74.40,"Lost / Inactive"
18053,71,1,300.02,"Lost / Inactive"
18055,8,10,6784.19,"Champions"
18056,289,1,363.65,"Lost / Inactive"
18058,10,1,170.16,"New / Recent Customers"
18059,24,3,306.46,"Loyal Customers"
18061,22,10,2119.41,"Champions"
18062,174,3,720.52,"At Risk Customers"
18064,134,2,814.00,"At Risk Customers"
18065,6,14,2392.83,"Champions"
18066,76,1,318.00,"Lost / Inactive"
18067,41,1,396.33,"Lost / Inactive"
18068,290,1,101.70,"Lost / Inactive"
18069,27,5,2036.67,"Champions"
18071,258,2,453.00,"Lost / Inactive"
18072,186,1,247.44,"Lost / Inactive"
18073,115,12,3877.52,"At Risk Customers"
18074,374,1,489.60,"Lost / Inactive"
18075,24,10,2611.75,"Champions"
18077,9,11,2633.01,"Champions"
18078,218,2,336.13,"Lost / Inactive"
18079,46,4,3651.97,"Loyal Customers"
18080,19,2,1231.50,"New / Recent Customers"
18081,37,3,343.45,"Loyal Customers"
18082,26,1,703.37,"New / Recent Customers"
18084,17,1,90.48,"New / Recent Customers"
18085,331,2,689.95,"Lost / Inactive"
18086,275,1,101.34,"Lost / Inactive"
18087,99,2,4055.72,"At Risk Customers"
18088,62,1,167.67,"Lost / Inactive"
18092,3,11,9068.26,"Champions"
18093,94,4,2106.52,"At Risk Customers"
18094,82,7,3017.30,"Loyal Customers"
18095,313,2,580.05,"Lost / Inactive"
18096,12,3,911.15,"Loyal Customers"
18097,8,6,2697.80,"Champions"
18099,128,1,168.31,"At Risk Customers"
18101,12,2,223.65,"New / Recent Customers"
18102,1,60,259657.30,"Champions"
18104,38,1,754.64,"Lost / Inactive"
18105,38,1,113.48,"Lost / Inactive"
18106,330,1,430.70,"Lost / Inactive"
18108,255,1,271.00,"Lost / Inactive"
18109,2,26,8052.97,"Champions"
18110,20,1,236.30,"New / Recent Customers"
18112,13,2,352.69,"New / Recent Customers"
18113,369,1,76.32,"Lost / Inactive"
18114,291,1,220.10,"Lost / Inactive"
18116,68,8,1418.03,"Loyal Customers"
18117,26,1,320.72,"New / Recent Customers"
18118,11,26,5653.82,"Champions"
18119,368,1,181.12,"Lost / Inactive"
18120,215,1,111.15,"Lost / Inactive"
18121,150,2,673.10,"At Risk Customers"
18122,9,6,1826.21,"Champions"
18123,25,2,589.44,"New / Recent Customers"
18125,30,4,1142.99,"Loyal Customers"
18126,61,1,206.83,"Lost / Inactive"
18127,20,3,348.73,"Loyal Customers"
18129,244,1,112.55,"Lost / Inactive"
18130,16,3,1059.39,"Loyal Customers"
18133,213,1,931.50,"Lost / Inactive"
18135,30,5,681.91,"Champions"
18136,64,3,784.33,"Loyal Customers"
18138,296,1,152.65,"Lost / Inactive"
18139,18,6,8438.34,"Champions"
18142,158,2,1019.52,"At Risk Customers"
18143,117,2,1000.16,"At Risk Customers"
18144,8,12,2888.75,"Champions"
18145,13,4,2861.55,"Loyal Customers"
18146,141,2,160.35,"At Risk Customers"
18147,46,2,179.34,"Lost / Inactive"
18149,51,3,612.08,"Loyal Customers"
18150,33,3,566.58,"Loyal Customers"
18151,135,2,653.35,"At Risk Customers"
18154,4,2,399.19,"New / Recent Customers"
18155,76,3,371.62,"Loyal Customers"
18156,13,2,734.94,"New / Recent Customers"
18158,10,2,453.40,"New / Recent Customers"
18159,302,1,530.15,"Lost / Inactive"
18160,58,2,638.06,"Lost / Inactive"
18161,16,5,1618.69,"Champions"
18164,38,1,399.65,"Lost / Inactive"
18165,178,1,302.46,"At Risk Customers"
18167,24,3,1384.86,"Loyal Customers"
18168,177,6,1169.94,"At Risk Customers"
18169,61,1,202.65,"Lost / Inactive"
18170,34,3,980.31,"Loyal Customers"
18171,59,5,1231.31,"Loyal Customers"
18172,15,20,7561.68,"Champions"
18173,87,4,2106.84,"Loyal Customers"
18174,8,1,104.00,"New / Recent Customers"
18176,359,1,476.35,"Lost / Inactive"
18177,32,6,1341.42,"Loyal Customers"
18178,129,4,1590.81,"At Risk Customers"
18179,10,6,1793.17,"Champions"
18180,5,6,1843.75,"Champions"
18181,25,1,382.80,"New / Recent Customers"
18183,228,2,632.07,"Lost / Inactive"
18184,16,1,49.80,"New / Recent Customers"
18185,250,1,304.25,"Lost / Inactive"
18188,16,3,2001.04,"Loyal Customers"
18189,78,2,1090.24,"Lost / Inactive"
18190,193,2,284.46,"Lost / Inactive"
18191,262,1,207.80,"Lost / Inactive"
18192,72,1,957.97,"Lost / Inactive"
18193,166,1,243.76,"At Risk Customers"
18194,83,1,973.84,"Lost / Inactive"
18196,96,2,689.13,"At Risk Customers"
18198,5,17,5425.56,"Champions"
18200,107,1,163.80,"At Risk Customers"
18202,200,3,1396.99,"Lost / Inactive"
18203,158,1,160.42,"At Risk Customers"
18204,72,3,1993.70,"Loyal Customers"
18205,37,2,517.36,"Lost / Inactive"
18209,29,1,139.10,"New / Recent Customers"
18210,2,6,2621.38,"Champions"
18211,26,5,600.07,"Champions"
18212,327,1,248.42,"Lost / Inactive"
18213,237,1,232.48,"Lost / Inactive"
18215,90,1,299.34,"Lost / Inactive"
18216,32,1,481.75,"Lost / Inactive"
18217,30,2,621.75,"New / Recent Customers"
18218,212,2,662.08,"Lost / Inactive"
18219,3,10,2069.77,"Champions"
18220,227,1,305.28,"Lost / Inactive"
18221,23,5,1041.61,"Champions"
18222,93,1,443.00,"At Risk Customers"
18223,5,14,6484.54,"Champions"
18224,264,1,158.95,"Lost / Inactive"
18225,4,12,5509.12,"Champions"
18226,45,11,5228.05,"Loyal Customers"
18227,218,1,93.75,"Lost / Inactive"
18228,57,2,779.90,"Lost / Inactive"
18229,12,20,7276.90,"Champions"
18230,10,7,2810.20,"Champions"
18231,193,5,2083.27,"Lost / Inactive"
18232,82,4,592.97,"Loyal Customers"
18233,326,1,440.00,"Lost / Inactive"
18235,72,3,1796.48,"Loyal Customers"
18236,30,6,882.24,"Champions"
18237,3,5,987.10,"Champions"
18239,219,5,1561.61,"Lost / Inactive"
18240,47,1,422.58,"Lost / Inactive"
18241,10,17,2073.09,"Champions"
18242,73,4,2232.49,"Loyal Customers"
18245,8,7,2567.06,"Champions"
18246,24,2,596.10,"New / Recent Customers"
18248,123,2,804.02,"At Risk Customers"
18249,18,1,95.34,"New / Recent Customers"
18250,311,1,349.27,"Lost / Inactive"
18251,88,1,4314.72,"Lost / Inactive"
18252,51,2,526.67,"Lost / Inactive"
18255,90,1,103.30,"Lost / Inactive"
18257,40,8,2337.63,"Loyal Customers"
18259,25,3,2338.60,"Loyal Customers"
18260,173,6,2643.20,"At Risk Customers"
18261,44,2,324.24,"Lost / Inactive"
18262,141,1,149.48,"At Risk Customers"
18263,26,3,1213.16,"Loyal Customers"
18265,73,2,801.51,"Lost / Inactive"
18268,135,1,25.50,"At Risk Customers"
18269,367,1,168.60,"Lost / Inactive"
18270,39,2,283.15,"Lost / Inactive"
18272,3,6,3078.58,"Champions"
18273,3,3,204.00,"Loyal Customers"
18274,31,1,175.92,"Lost / Inactive"
18276,44,1,335.86,"Lost / Inactive"
18277,59,1,110.38,"Lost / Inactive"
18278,74,1,173.90,"Lost / Inactive"
18280,278,1,180.60,"Lost / Inactive"
18281,181,1,80.82,"Lost / Inactive"
18282,8,2,178.05,"New / Recent Customers"
18283,4,16,2094.88,"Champions"
18287,43,3,1837.28,"Loyal Customers"
